Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-D8-A1JP-01	Shallow Deletion	1927.47	NKX2-1: Shallow Deletion
TCGA-D8-A1XA-01	Shallow Deletion	1504.26	NKX2-1: Shallow Deletion
TCGA-D8-A1XB-01	Shallow Deletion	1803.38	NKX2-1: Shallow Deletion
TCGA-D8-A1XG-01	Shallow Deletion	1206.74	NKX2-1: Shallow Deletion
TCGA-D8-A1XK-01	Shallow Deletion	1064.42	NKX2-1: Shallow Deletion
TCGA-D8-A1XO-01	Shallow Deletion	1329.34	NKX2-1: Shallow Deletion
TCGA-D8-A1XQ-01	Shallow Deletion	1745.12	NKX2-1: Shallow Deletion
TCGA-D8-A1XY-01	Shallow Deletion	1593.19	NKX2-1: Shallow Deletion
TCGA-D8-A1Y3-01	Shallow Deletion	3538.62	NKX2-1: Shallow Deletion
TCGA-D8-A27F-01	Shallow Deletion	890.237	NKX2-1: Shallow Deletion
TCGA-D8-A27I-01	Shallow Deletion	1551.73	NKX2-1: Shallow Deletion
TCGA-D8-A27M-01	Shallow Deletion	1674.57	NKX2-1: Shallow Deletion
TCGA-D8-A27T-01	Shallow Deletion	1888.07	NKX2-1: Shallow Deletion
TCGA-E2-A108-01	Shallow Deletion	2173.48	NKX2-1: Shallow Deletion
TCGA-E2-A14R-01	Shallow Deletion	3806.95	NKX2-1: Shallow Deletion
TCGA-E2-A14Z-01	Shallow Deletion	2474.89	NKX2-1: Shallow Deletion
TCGA-E2-A150-01	Shallow Deletion	1517.2	NKX2-1: Shallow Deletion
TCGA-E2-A155-01	Shallow Deletion	860.049	NKX2-1: Shallow Deletion
TCGA-E2-A158-01	Shallow Deletion	968.554	NKX2-1: Shallow Deletion
TCGA-E2-A159-01	Shallow Deletion	1324.76	NKX2-1: Shallow Deletion
TCGA-E2-A15F-01	Shallow Deletion	1030.95	NKX2-1: Shallow Deletion
TCGA-E2-A1AZ-01	Shallow Deletion	1758.44	NKX2-1: Shallow Deletion
TCGA-E2-A1B0-01	Shallow Deletion	1459.71	NKX2-1: Shallow Deletion
TCGA-E2-A1BD-01	Shallow Deletion	2538.25	NKX2-1: Shallow Deletion
TCGA-E2-A1II-01	Shallow Deletion	1814.91	NKX2-1: Shallow Deletion
TCGA-E2-A1LE-01	Shallow Deletion	1478.57	NKX2-1: Shallow Deletion
TCGA-E2-A1LI-01	Shallow Deletion	1069.11	NKX2-1: Shallow Deletion
TCGA-E2-A1LL-01	Shallow Deletion	1424.5	NKX2-1: Shallow Deletion
TCGA-E2-A573-01	Shallow Deletion	1500.25	NKX2-1: Shallow Deletion
TCGA-E2-A574-01	Shallow Deletion	2723.34	NKX2-1: Shallow Deletion
TCGA-E9-A1N8-01	Shallow Deletion	953.499	NKX2-1: Shallow Deletion
TCGA-E9-A1N9-01	Shallow Deletion	1381.74	NKX2-1: Shallow Deletion
TCGA-E9-A1QZ-01	Shallow Deletion	1895.8	NKX2-1: Shallow Deletion
TCGA-E9-A1R5-01	Shallow Deletion	1999.84	NKX2-1: Shallow Deletion
TCGA-E9-A1R6-01	Shallow Deletion	1228.89	NKX2-1: Shallow Deletion
TCGA-E9-A1RB-01	Shallow Deletion	2034.6	NKX2-1: Shallow Deletion
TCGA-E9-A22A-01	Shallow Deletion	2684.66	NKX2-1: Shallow Deletion
TCGA-E9-A22G-01	Shallow Deletion	1274.04	NKX2-1: Shallow Deletion
TCGA-E9-A3HO-01	Shallow Deletion	2497.27	NKX2-1: Shallow Deletion
TCGA-E9-A3QA-01	Shallow Deletion	1177.37	NKX2-1: Shallow Deletion
TCGA-EW-A1IZ-01	Shallow Deletion	1399.89	NKX2-1: Shallow Deletion
TCGA-EW-A1J6-01	Shallow Deletion	1997.06	NKX2-1: Shallow Deletion
TCGA-EW-A1OV-01	Shallow Deletion	2444.62	NKX2-1: Shallow Deletion
TCGA-EW-A1OW-01	Shallow Deletion	1201.2	NKX2-1: Shallow Deletion
TCGA-EW-A1P4-01	Shallow Deletion	1280.56	NKX2-1: Shallow Deletion
TCGA-EW-A1P8-01	Shallow Deletion	1458.06	NKX2-1: Shallow Deletion
TCGA-EW-A1PF-01	Shallow Deletion	1384.67	NKX2-1: Shallow Deletion
TCGA-EW-A1PH-01	Shallow Deletion	2923.63	NKX2-1: Shallow Deletion
TCGA-EW-A2FR-01	Shallow Deletion	1541.09	NKX2-1: Shallow Deletion
TCGA-EW-A423-01	Shallow Deletion	1707.67	NKX2-1: Shallow Deletion
TCGA-EW-A424-01	Shallow Deletion	1374.17	NKX2-1: Shallow Deletion
TCGA-EW-A6SB-01	Shallow Deletion	2119.05	NKX2-1: Shallow Deletion
TCGA-GM-A2DH-01	Shallow Deletion	2041.46	NKX2-1: Shallow Deletion
TCGA-GM-A2DK-01	Shallow Deletion	1735.8	NKX2-1: Shallow Deletion
TCGA-GM-A3XL-01	Shallow Deletion	3137.76	NKX2-1: Shallow Deletion
TCGA-HN-A2NL-01	Shallow Deletion	1571.32	NKX2-1: Shallow Deletion
TCGA-JL-A3YX-01	Shallow Deletion	1871.79	NKX2-1: Shallow Deletion
TCGA-LL-A441-01	Shallow Deletion	2033.22	NKX2-1: Shallow Deletion
TCGA-LL-A5YP-01	Shallow Deletion	1330.47	NKX2-1: Shallow Deletion
TCGA-LL-A6FR-01	Shallow Deletion	1224.35	NKX2-1: Shallow Deletion
TCGA-LL-A7T0-01	Shallow Deletion	1645.48	NKX2-1: Shallow Deletion
TCGA-LL-A8F5-01	Shallow Deletion	1919.2	NKX2-1: Shallow Deletion
TCGA-OL-A5D6-01	Shallow Deletion	2955.92	NKX2-1: Shallow Deletion
TCGA-OL-A5D7-01	Shallow Deletion	1965.83	NKX2-1: Shallow Deletion
TCGA-OL-A5RZ-01	Shallow Deletion	1787.21	NKX2-1: Shallow Deletion
TCGA-OL-A5S0-01	Shallow Deletion	5966.8	NKX2-1: Shallow Deletion
TCGA-OL-A66I-01	Shallow Deletion	1585.39	NKX2-1: Shallow Deletion
TCGA-OL-A66K-01	Shallow Deletion	1221.01	NKX2-1: Shallow Deletion
TCGA-OL-A66N-01	Shallow Deletion	1698.51	NKX2-1: Shallow Deletion
TCGA-OL-A6VO-01	Shallow Deletion	1664.88	NKX2-1: Shallow Deletion
TCGA-PL-A8LV-01	Shallow Deletion	1553.27	NKX2-1: Shallow Deletion
TCGA-PL-A8LX-01	Shallow Deletion	2151.55	NKX2-1: Shallow Deletion
TCGA-S3-AA0Z-01	Shallow Deletion	757.794	NKX2-1: Shallow Deletion
TCGA-S3-AA10-01	Shallow Deletion	2495.53	NKX2-1: Shallow Deletion
TCGA-S3-AA17-01	Shallow Deletion	2470.78	NKX2-1: Shallow Deletion
TCGA-UU-A93S-01	Shallow Deletion	1437.77	NKX2-1: Shallow Deletion
TCGA-WT-AB41-01	Shallow Deletion	1192.43	NKX2-1: Shallow Deletion
TCGA-XX-A899-01	Shallow Deletion	1794.09	NKX2-1: Shallow Deletion
TCGA-XX-A89A-01	Shallow Deletion	1980.16	NKX2-1: Shallow Deletion
TCGA-BI-A20A-01	Shallow Deletion	2388.35	NKX2-1: Shallow Deletion
TCGA-C5-A1ME-01	Shallow Deletion	2393.57	NKX2-1: Shallow Deletion
TCGA-C5-A1MF-01	Shallow Deletion	2417.56	NKX2-1: Shallow Deletion
TCGA-C5-A1MJ-01	Shallow Deletion	3626.76	NKX2-1: Shallow Deletion
TCGA-C5-A2LX-01	Shallow Deletion	2573.6	NKX2-1: Shallow Deletion
TCGA-C5-A2M1-01	Shallow Deletion	16621.9	NKX2-1: Shallow Deletion
TCGA-C5-A3HE-01	Shallow Deletion	2648.11	NKX2-1: Shallow Deletion
TCGA-C5-A8YQ-01	Shallow Deletion	2092.68	NKX2-1: Shallow Deletion
TCGA-C5-A8YR-01	Shallow Deletion	1863.85	NKX2-1: Shallow Deletion
TCGA-DG-A2KJ-01	Shallow Deletion	1112.2	NKX2-1: Shallow Deletion
TCGA-EA-A3Y4-01	Shallow Deletion	2829.97	NKX2-1: Shallow Deletion
TCGA-EA-A411-01	Shallow Deletion	1760.12	NKX2-1: Shallow Deletion
TCGA-EA-A556-01	Shallow Deletion	2268.69	NKX2-1: Shallow Deletion
TCGA-EK-A2IP-01	Shallow Deletion	1923.79	NKX2-1: Shallow Deletion
TCGA-EK-A2PG-01	Shallow Deletion	1892.48	NKX2-1: Shallow Deletion
TCGA-EK-A2PK-01	Shallow Deletion	2113.7	NKX2-1: Shallow Deletion
TCGA-EK-A2PM-01	Shallow Deletion	1519.23	NKX2-1: Shallow Deletion
TCGA-EK-A2RJ-01	Shallow Deletion	1672.25	NKX2-1: Shallow Deletion
TCGA-EX-A8YF-01	Shallow Deletion	1467.89	NKX2-1: Shallow Deletion
TCGA-FU-A23L-01	Shallow Deletion	1432.6	NKX2-1: Shallow Deletion
TCGA-FU-A3TX-01	Shallow Deletion	3225.87	NKX2-1: Shallow Deletion
TCGA-LP-A4AU-01	Shallow Deletion	2175.27	NKX2-1: Shallow Deletion
TCGA-LP-A5U2-01	Shallow Deletion	3636.02	NKX2-1: Shallow Deletion
TCGA-LP-A7HU-01	Shallow Deletion	2299.48	NKX2-1: Shallow Deletion
TCGA-MA-AA42-01	Shallow Deletion	1696.27	NKX2-1: Shallow Deletion
TCGA-UC-A7PG-01	Shallow Deletion	1458.63	NKX2-1: Shallow Deletion
TCGA-VS-A8QH-01	Shallow Deletion	1298.07	NKX2-1: Shallow Deletion
TCGA-VS-A94Y-01	Shallow Deletion	1554.97	NKX2-1: Shallow Deletion
TCGA-VS-A959-01	Shallow Deletion	1466.67	NKX2-1: Shallow Deletion
TCGA-VS-A9V3-01	Shallow Deletion	1571.51	NKX2-1: Shallow Deletion
TCGA-VS-A9V4-01	Shallow Deletion	1391.82	NKX2-1: Shallow Deletion
TCGA-ZJ-A8QO-01	Shallow Deletion	3023.46	NKX2-1: Shallow Deletion
TCGA-ZJ-AAXB-01	Shallow Deletion	1800.05	NKX2-1: Shallow Deletion
TCGA-ZJ-AAXN-01	Shallow Deletion	2265.44	NKX2-1: Shallow Deletion
TCGA-ZJ-AB0H-01	Shallow Deletion	1272.45	NKX2-1: Shallow Deletion
TCGA-3X-AAVA-01	Shallow Deletion	1670.67	NKX2-1: Shallow Deletion
TCGA-3X-AAVE-01	Shallow Deletion	1751.78	NKX2-1: Shallow Deletion
TCGA-4G-AAZO-01	Shallow Deletion	2073.88	NKX2-1: Shallow Deletion
TCGA-4G-AAZT-01	Shallow Deletion	1668.54	NKX2-1: Shallow Deletion
TCGA-W5-AA2T-01	Shallow Deletion	1459.56	NKX2-1: Shallow Deletion
TCGA-W5-AA2U-01	Shallow Deletion	1590.19	NKX2-1: Shallow Deletion
TCGA-W5-AA30-01	Shallow Deletion	1746.33	NKX2-1: Shallow Deletion
TCGA-W5-AA36-01	Shallow Deletion	2399.19	NKX2-1: Shallow Deletion
TCGA-W5-AA38-01	Shallow Deletion	3130.43	NKX2-1: Shallow Deletion
TCGA-W6-AA0S-01	Shallow Deletion	4099.54	NKX2-1: Shallow Deletion
TCGA-WD-A7RX-01	Shallow Deletion	3262.32	NKX2-1: Shallow Deletion
TCGA-ZH-A8Y2-01	Shallow Deletion	2359.85	NKX2-1: Shallow Deletion
TCGA-ZH-A8Y4-01	Shallow Deletion	2085.27	NKX2-1: Shallow Deletion
TCGA-ZH-A8Y8-01	Shallow Deletion	1582.72	NKX2-1: Shallow Deletion
TCGA-ZU-A8S4-01	Shallow Deletion	1406.95	NKX2-1: Shallow Deletion
TCGA-4N-A93T-01	Shallow Deletion	1234.64	NKX2-1: Shallow Deletion
TCGA-5M-AAT5-01	Shallow Deletion	1793.47	NKX2-1: Shallow Deletion
TCGA-5M-AATA-01	Shallow Deletion	1792.45	NKX2-1: Shallow Deletion
TCGA-5M-AATE-01	Shallow Deletion	1816.43	NKX2-1: Shallow Deletion
TCGA-A6-2671-01	Shallow Deletion	1478.032366	NKX2-1: Shallow Deletion
TCGA-A6-2678-01	Shallow Deletion	1298.823737	NKX2-1: Shallow Deletion
TCGA-A6-2680-01	Shallow Deletion	1613.32468	NKX2-1: Shallow Deletion
TCGA-A6-2683-01	Shallow Deletion	2281.490766	NKX2-1: Shallow Deletion
TCGA-A6-3807-01	Shallow Deletion	1909.01361	NKX2-1: Shallow Deletion
TCGA-A6-3810-01	Shallow Deletion	1995.810058	NKX2-1: Shallow Deletion
TCGA-A6-4105-01	Shallow Deletion	1559.4	NKX2-1: Shallow Deletion
TCGA-A6-4107-01	Shallow Deletion	2328.187501	NKX2-1: Shallow Deletion
TCGA-A6-5656-01	Shallow Deletion	1165.93	NKX2-1: Shallow Deletion
TCGA-A6-5659-01	Shallow Deletion	2029.14	NKX2-1: Shallow Deletion
TCGA-A6-5662-01	Shallow Deletion	1026.84	NKX2-1: Shallow Deletion
TCGA-A6-6138-01	Shallow Deletion	1099.64	NKX2-1: Shallow Deletion
TCGA-A6-6140-01	Shallow Deletion	878.537	NKX2-1: Shallow Deletion
TCGA-A6-6142-01	Shallow Deletion	1267.12	NKX2-1: Shallow Deletion
TCGA-A6-6650-01	Shallow Deletion	1360.89	NKX2-1: Shallow Deletion
TCGA-A6-6651-01	Shallow Deletion	2585.7	NKX2-1: Shallow Deletion
TCGA-A6-6652-01	Shallow Deletion	1236.51	NKX2-1: Shallow Deletion
TCGA-A6-6654-01	Shallow Deletion	1390.23	NKX2-1: Shallow Deletion
TCGA-A6-6782-01	Shallow Deletion	1537.48	NKX2-1: Shallow Deletion
TCGA-A6-A567-01	Shallow Deletion	1763.64	NKX2-1: Shallow Deletion
TCGA-AA-3488-01	Shallow Deletion	1369.257199	NKX2-1: Shallow Deletion
TCGA-AA-3489-01	Shallow Deletion	1644.92	NKX2-1: Shallow Deletion
TCGA-AA-3511-01	Shallow Deletion	1591.72	NKX2-1: Shallow Deletion
TCGA-AA-3517-01	Shallow Deletion	1777.201307	NKX2-1: Shallow Deletion
TCGA-AA-3519-01	Shallow Deletion	1620.017949	NKX2-1: Shallow Deletion
TCGA-AA-3520-01	Shallow Deletion	1522.317239	NKX2-1: Shallow Deletion
TCGA-AA-3521-01	Shallow Deletion	1521.01714	NKX2-1: Shallow Deletion
TCGA-AA-3524-01	Shallow Deletion	1153.417053	NKX2-1: Shallow Deletion
TCGA-AA-3530-01	Shallow Deletion	1610.108011	NKX2-1: Shallow Deletion
TCGA-AA-3531-01	Shallow Deletion	1985.488218	NKX2-1: Shallow Deletion
TCGA-AA-3552-01	Shallow Deletion	1768.121125	NKX2-1: Shallow Deletion
TCGA-AA-3560-01	Shallow Deletion	3967.467147	NKX2-1: Shallow Deletion
TCGA-AA-3561-01	Shallow Deletion	1579.013858	NKX2-1: Shallow Deletion
TCGA-AA-3666-01	Shallow Deletion	2312.505834	NKX2-1: Shallow Deletion
TCGA-AA-3667-01	Shallow Deletion	1228.340215	NKX2-1: Shallow Deletion
TCGA-AA-3673-01	Shallow Deletion	1729.768544	NKX2-1: Shallow Deletion
TCGA-AA-3678-01	Shallow Deletion	1440.645669	NKX2-1: Shallow Deletion
TCGA-AA-3685-01	Shallow Deletion	2110.74	NKX2-1: Shallow Deletion
TCGA-AA-3688-01	Shallow Deletion	1130.24109	NKX2-1: Shallow Deletion
TCGA-AA-3693-01	Shallow Deletion	1367.328542	NKX2-1: Shallow Deletion
TCGA-AA-3712-01	Shallow Deletion	1905.34	NKX2-1: Shallow Deletion
TCGA-AA-3811-01	Shallow Deletion	2159.910361	NKX2-1: Shallow Deletion
TCGA-AA-3819-01	Shallow Deletion	1767.249144	NKX2-1: Shallow Deletion
TCGA-AA-3841-01	Shallow Deletion	1685.407885	NKX2-1: Shallow Deletion
TCGA-AA-3842-01	Shallow Deletion	2090.240033	NKX2-1: Shallow Deletion
TCGA-AA-3846-01	Shallow Deletion	1680.412969	NKX2-1: Shallow Deletion
TCGA-AA-3866-01	Shallow Deletion	2040.676094	NKX2-1: Shallow Deletion
TCGA-AA-3867-01	Shallow Deletion	1866.782962	NKX2-1: Shallow Deletion
TCGA-AA-3872-01	Shallow Deletion	1961.432372	NKX2-1: Shallow Deletion
TCGA-AA-3875-01	Shallow Deletion	1485.066979	NKX2-1: Shallow Deletion
TCGA-AA-3939-01	Shallow Deletion	1295.436292	NKX2-1: Shallow Deletion
TCGA-AA-3968-01	Shallow Deletion	1512.550969	NKX2-1: Shallow Deletion
TCGA-AA-3971-01	Shallow Deletion	1251.411344	NKX2-1: Shallow Deletion
TCGA-AA-3975-01	Shallow Deletion	1419.54765	NKX2-1: Shallow Deletion
TCGA-AA-3976-01	Shallow Deletion	1692.447753	NKX2-1: Shallow Deletion
TCGA-AA-3979-01	Shallow Deletion	1772.360098	NKX2-1: Shallow Deletion
TCGA-AA-3989-01	Shallow Deletion	2346.575898	NKX2-1: Shallow Deletion
TCGA-AA-A00F-01	Shallow Deletion	1354.341479	NKX2-1: Shallow Deletion
TCGA-AA-A00L-01	Shallow Deletion	1750.482087	NKX2-1: Shallow Deletion
TCGA-AA-A00O-01	Shallow Deletion	1418.674452	NKX2-1: Shallow Deletion
TCGA-AA-A00Q-01	Shallow Deletion	1699.04907	NKX2-1: Shallow Deletion
TCGA-AA-A00W-01	Shallow Deletion	1609.809635	NKX2-1: Shallow Deletion
TCGA-AA-A00Z-01	Shallow Deletion	1689.267458	NKX2-1: Shallow Deletion
TCGA-AA-A017-01	Shallow Deletion	1094.79451	NKX2-1: Shallow Deletion
TCGA-AA-A01F-01	Shallow Deletion	1592.517281	NKX2-1: Shallow Deletion
TCGA-AA-A01K-01	Shallow Deletion	1218.599507	NKX2-1: Shallow Deletion
TCGA-AA-A01T-01	Shallow Deletion	1399.428399	NKX2-1: Shallow Deletion
TCGA-AA-A01X-01	Shallow Deletion	2652.8	NKX2-1: Shallow Deletion
TCGA-AA-A02E-01	Shallow Deletion	1529.67708	NKX2-1: Shallow Deletion
TCGA-AA-A02H-01	Shallow Deletion	1388.544987	NKX2-1: Shallow Deletion
TCGA-AA-A03J-01	Shallow Deletion	2349.370457	NKX2-1: Shallow Deletion
TCGA-AD-6899-01	Shallow Deletion	2169.69	NKX2-1: Shallow Deletion
TCGA-AD-6901-01	Shallow Deletion	1516.4	NKX2-1: Shallow Deletion
TCGA-AD-6963-01	Shallow Deletion	1500.53	NKX2-1: Shallow Deletion
TCGA-AD-A5EK-01	Shallow Deletion	2922.99	NKX2-1: Shallow Deletion
TCGA-AF-2692-01	Shallow Deletion	2009.988584	NKX2-1: Shallow Deletion
TCGA-AF-3911-01	Shallow Deletion	1237.45	NKX2-1: Shallow Deletion
TCGA-AF-A56L-01	Shallow Deletion	1878.11	NKX2-1: Shallow Deletion
TCGA-AF-A56N-01	Shallow Deletion	1159.32	NKX2-1: Shallow Deletion
TCGA-AG-3581-01	Shallow Deletion	1547.998096	NKX2-1: Shallow Deletion
TCGA-AG-3591-01	Shallow Deletion	1276.55	NKX2-1: Shallow Deletion
TCGA-AG-3592-01	Shallow Deletion	1644.34	NKX2-1: Shallow Deletion
TCGA-AG-3593-01	Shallow Deletion	1558.872882	NKX2-1: Shallow Deletion
TCGA-AG-3598-01	Shallow Deletion	1310.435498	NKX2-1: Shallow Deletion
TCGA-AG-3600-01	Shallow Deletion	2588.133892	NKX2-1: Shallow Deletion
TCGA-AG-3601-01	Shallow Deletion	1844.708641	NKX2-1: Shallow Deletion
TCGA-AG-3602-01	Shallow Deletion	1337.024133	NKX2-1: Shallow Deletion
TCGA-AG-3727-01	Shallow Deletion	1502.097963	NKX2-1: Shallow Deletion
TCGA-AG-3742-01	Shallow Deletion	1285.16	NKX2-1: Shallow Deletion
TCGA-AG-3883-01	Shallow Deletion	1313.075887	NKX2-1: Shallow Deletion
TCGA-AG-3885-01	Shallow Deletion	2367.485002	NKX2-1: Shallow Deletion
TCGA-AG-3890-01	Shallow Deletion	1567.689229	NKX2-1: Shallow Deletion
TCGA-AG-3893-01	Shallow Deletion	1417.050039	NKX2-1: Shallow Deletion
TCGA-AG-3896-01	Shallow Deletion	2323.600578	NKX2-1: Shallow Deletion
TCGA-AG-3898-01	Shallow Deletion	1942.316275	NKX2-1: Shallow Deletion
TCGA-AG-4001-01	Shallow Deletion	2095.405133	NKX2-1: Shallow Deletion
TCGA-AG-4005-01	Shallow Deletion	1778.629417	NKX2-1: Shallow Deletion
TCGA-AG-4008-01	Shallow Deletion	2029.906614	NKX2-1: Shallow Deletion
TCGA-AG-4015-01	Shallow Deletion	2249.234981	NKX2-1: Shallow Deletion
TCGA-AG-A00C-01	Shallow Deletion	1678.105916	NKX2-1: Shallow Deletion
TCGA-AG-A00Y-01	Shallow Deletion	1943.811245	NKX2-1: Shallow Deletion
TCGA-AG-A026-01	Shallow Deletion	1324.916329	NKX2-1: Shallow Deletion
TCGA-AG-A02G-01	Shallow Deletion	1994.160605	NKX2-1: Shallow Deletion
TCGA-AG-A032-01	Shallow Deletion	1555.248419	NKX2-1: Shallow Deletion
TCGA-AH-6544-01	Shallow Deletion	1805.54	NKX2-1: Shallow Deletion
TCGA-AU-3779-01	Shallow Deletion	835.549	NKX2-1: Shallow Deletion
TCGA-AY-4071-01	Shallow Deletion	1254.720155	NKX2-1: Shallow Deletion
TCGA-AY-5543-01	Shallow Deletion	1500	NKX2-1: Shallow Deletion
TCGA-AY-A69D-01	Shallow Deletion	1849.24	NKX2-1: Shallow Deletion
TCGA-AY-A8YK-01	Shallow Deletion	1291.93	NKX2-1: Shallow Deletion
TCGA-AZ-4308-01	Shallow Deletion	1566.699394	NKX2-1: Shallow Deletion
TCGA-AZ-4323-01	Shallow Deletion	1934.51	NKX2-1: Shallow Deletion
TCGA-AZ-4614-01	Shallow Deletion	2478.35	NKX2-1: Shallow Deletion
TCGA-AZ-4682-01	Shallow Deletion	2619.02	NKX2-1: Shallow Deletion
TCGA-AZ-6603-01	Shallow Deletion	1178.54	NKX2-1: Shallow Deletion
TCGA-AZ-6605-01	Shallow Deletion	2039.86	NKX2-1: Shallow Deletion
TCGA-CA-5255-01	Shallow Deletion	2232.52	NKX2-1: Shallow Deletion
TCGA-CA-5256-01	Shallow Deletion	2207.9	NKX2-1: Shallow Deletion
TCGA-CA-6715-01	Shallow Deletion	1264.6	NKX2-1: Shallow Deletion
TCGA-CA-6716-01	Shallow Deletion	2878.54	NKX2-1: Shallow Deletion
TCGA-CI-6619-01	Shallow Deletion	2299.45	NKX2-1: Shallow Deletion
TCGA-CI-6620-01	Shallow Deletion	1364.02	NKX2-1: Shallow Deletion
TCGA-CI-6623-01	Shallow Deletion	1687.85	NKX2-1: Shallow Deletion
TCGA-CI-6624-01	Shallow Deletion	1785.25	NKX2-1: Shallow Deletion
TCGA-CK-5912-01	Shallow Deletion	953.094	NKX2-1: Shallow Deletion
TCGA-CL-4957-01	Shallow Deletion	2075.32	NKX2-1: Shallow Deletion
TCGA-CL-5918-01	Shallow Deletion	1237.82	NKX2-1: Shallow Deletion
TCGA-CM-4747-01	Shallow Deletion	1743.63	NKX2-1: Shallow Deletion
TCGA-CM-4750-01	Shallow Deletion	2328.123544	NKX2-1: Shallow Deletion
TCGA-CM-5868-01	Shallow Deletion	1706.45	NKX2-1: Shallow Deletion
TCGA-CM-6163-01	Shallow Deletion	1753.7	NKX2-1: Shallow Deletion
TCGA-CM-6164-01	Shallow Deletion	1623.66	NKX2-1: Shallow Deletion
TCGA-CM-6169-01	Shallow Deletion	1748.7	NKX2-1: Shallow Deletion
TCGA-CM-6170-01	Shallow Deletion	1525.16	NKX2-1: Shallow Deletion
TCGA-CM-6676-01	Shallow Deletion	1481.55	NKX2-1: Shallow Deletion
TCGA-CM-6679-01	Shallow Deletion	1538.67	NKX2-1: Shallow Deletion
TCGA-D5-5537-01	Shallow Deletion	1845.35	NKX2-1: Shallow Deletion
TCGA-D5-5538-01	Shallow Deletion	1353.43	NKX2-1: Shallow Deletion
TCGA-D5-5540-01	Shallow Deletion	1538.18	NKX2-1: Shallow Deletion
TCGA-D5-6532-01	Shallow Deletion	1352.81	NKX2-1: Shallow Deletion
TCGA-D5-6533-01	Shallow Deletion	1419.52	NKX2-1: Shallow Deletion
TCGA-D5-6535-01	Shallow Deletion	1221.78	NKX2-1: Shallow Deletion
TCGA-D5-6924-01	Shallow Deletion	1276	NKX2-1: Shallow Deletion
TCGA-D5-6929-01	Shallow Deletion	1942.87	NKX2-1: Shallow Deletion
TCGA-D5-6932-01	Shallow Deletion	1388.07	NKX2-1: Shallow Deletion
TCGA-DC-4749-01	Shallow Deletion	1577.37	NKX2-1: Shallow Deletion
TCGA-DC-5869-01	Shallow Deletion	1770.38	NKX2-1: Shallow Deletion
TCGA-DC-6155-01	Shallow Deletion	1641.55	NKX2-1: Shallow Deletion
TCGA-DC-6157-01	Shallow Deletion	1434.28	NKX2-1: Shallow Deletion
TCGA-DC-6158-01	Shallow Deletion	1404.61	NKX2-1: Shallow Deletion
TCGA-DC-6682-01	Shallow Deletion	1963.23	NKX2-1: Shallow Deletion
TCGA-DC-6683-01	Shallow Deletion	1531.09	NKX2-1: Shallow Deletion
TCGA-DM-A0XF-01	Shallow Deletion	1513.6	NKX2-1: Shallow Deletion
TCGA-DM-A1D7-01	Shallow Deletion	1997.86	NKX2-1: Shallow Deletion
TCGA-DM-A1D9-01	Shallow Deletion	2664.9	NKX2-1: Shallow Deletion
TCGA-DM-A288-01	Shallow Deletion	1975.08	NKX2-1: Shallow Deletion
TCGA-DM-A28E-01	Shallow Deletion	1502.02	NKX2-1: Shallow Deletion
TCGA-DY-A1DE-01	Shallow Deletion	1650.69	NKX2-1: Shallow Deletion
TCGA-DY-A1DF-01	Shallow Deletion	1413.79	NKX2-1: Shallow Deletion
TCGA-DY-A1DG-01	Shallow Deletion	1738.6	NKX2-1: Shallow Deletion
TCGA-EI-6506-01	Shallow Deletion	1425.65	NKX2-1: Shallow Deletion
TCGA-EI-6508-01	Shallow Deletion	839.141	NKX2-1: Shallow Deletion
TCGA-EI-6513-01	Shallow Deletion	1443.75	NKX2-1: Shallow Deletion
TCGA-EI-6514-01	Shallow Deletion	1569.5	NKX2-1: Shallow Deletion
TCGA-EI-6881-01	Shallow Deletion	1538.65	NKX2-1: Shallow Deletion
TCGA-EI-6884-01	Shallow Deletion	1112.75	NKX2-1: Shallow Deletion
TCGA-EI-7002-01	Shallow Deletion	1402.15	NKX2-1: Shallow Deletion
TCGA-F4-6460-01	Shallow Deletion	1879.56	NKX2-1: Shallow Deletion
TCGA-F4-6806-01	Shallow Deletion	1896.18	NKX2-1: Shallow Deletion
TCGA-F4-6808-01	Shallow Deletion	2573.12	NKX2-1: Shallow Deletion
TCGA-F4-6809-01	Shallow Deletion	1952.12	NKX2-1: Shallow Deletion
TCGA-F4-6854-01	Shallow Deletion	1605.07	NKX2-1: Shallow Deletion
TCGA-F5-6571-01	Shallow Deletion	1663.53	NKX2-1: Shallow Deletion
TCGA-F5-6810-01	Shallow Deletion	1421.46	NKX2-1: Shallow Deletion
TCGA-F5-6811-01	Shallow Deletion	1463.82	NKX2-1: Shallow Deletion
TCGA-F5-6812-01	Shallow Deletion	1798.41	NKX2-1: Shallow Deletion
TCGA-F5-6863-01	Shallow Deletion	1834.2	NKX2-1: Shallow Deletion
TCGA-F5-6864-01	Shallow Deletion	2098.03	NKX2-1: Shallow Deletion
TCGA-G4-6294-01	Shallow Deletion	1346.77	NKX2-1: Shallow Deletion
TCGA-G4-6295-01	Shallow Deletion	1821.89	NKX2-1: Shallow Deletion
TCGA-G4-6297-01	Shallow Deletion	1302.01	NKX2-1: Shallow Deletion
TCGA-G4-6315-01	Shallow Deletion	2299.74	NKX2-1: Shallow Deletion
